Defender Mixed Utility,Expected Utility of Defender Oracle vs Attacker Mixed,Expected Utility of Best Defender Pure Strategy,Defender Mixed Strategy,Attacker Mixed Utility,Expected Utility of Attacker Oracle vs Defender Mixed,Expected Utility of Best Attacker Pure Strategy,Attacker Mixed Strategy
-37.76779772,-31.43634926,-37.76779772,"[0.0, 0.0, 0.6749348721797792, 0.3250651278202208, 0.0]",37.76779772,75.44764147,37.76779772,"[0.0, 0.0, 0.7870462780054797, 0.21295372199452034, 0.0]"
-60.97217112,0.897280965,-60.97217112,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",60.97217112,79.91025111,60.97217112,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
-8.937674995,11.16479297,-8.937674995,"[0.0, 0.0, 0.0, 0.15896303634740627, 0.0, 0.0, 0.8410369636525937]",8.937674995,48.69957408,8.937674995,"[0.5013040942253867, 0.0, 0.0, 0.0, 0.0, 0.4986959057746133, 0.0]"
-28.11212984,-16.37442162,-28.11212984,"[0.0, 0.0, 0.0, 0.0, 0.468881003913533, 0.0, 0.0, 0.5311189960864671]",28.11212984,50.80646998,28.11212984,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4527163256552152, 0.0, 0.5472836743447849]"
-20.46221456,-30.07496432,-20.46221456,"[0.0, 0.0, 0.0, 0.0, 0.3452349230087202, 0.0, 0.0014630873187996274, 0.0015635810842335811, 0.6517384085882466]",20.46221456,15.63720086,20.46221456,"[0.1584241783134396, 0.0, 0.0, 0.20128953371702057, 0.0, 0.23971737311762537, 0.0, 0.40056891485191454, 0.0]"
-20.46221456,-11.15910393,-20.46221456,"[0.0, 0.0, 0.0, 0.0, 0.3452349230087202, 0.0, 0.0014630873187996274, 0.0015635810842335811, 0.6517384085882466, 0.0]",20.46221456,20.46221456,20.46221456,"[0.1584241783134396, 0.0, 0.0, 0.20128953371702057, 0.0, 0.23971737311762537, 0.0, 0.40056891485191454, 0.0, 0.0]"
-19.46943881,-14.03381247,-19.46943881,"[0.0, 0.0, 0.2043523242294002, 0.0, 0.05399702111156274, 0.0, 0.0, 0.15807221249146544, 0.0, 0.0, 0.5835784421675717]",19.46943881,19.46943881,19.46943881,"[0.0898916187107051, 0.0, 0.0, 0.0, 0.0, 0.3305640071935846, 0.0, 0.4323779191291023, 0.0, 0.14716645496660813, 0.0]"
-18.29197194,-19.0423851,-18.29197194,"[0.0, 0.0, 0.0, 0.0, 0.3101571495984062, 0.0, 0.0486763412652047, 0.05300432091398463, 0.0, 0.0, 0.33862613342075165, 0.24953605480165286]",18.29197194,31.8480623,18.29197194,"[0.0, 0.15407679881390388, 0.0, 0.0, 0.0, 0.36707005126561987, 0.0, 0.0, 0.0, 0.12461497388675244, 0.0, 0.35423817603372376]"
-19.5918185,-19.5918185,-19.5918185,"[0.0, 0.0, 0.0, 0.0, 0.3311666545675055, 0.0, 0.0, 0.02722447544940952, 0.4258007283937818, 0.0, 0.20497804132120845, 0.010830100268094722, 0.0]",19.5918185,29.23467661,19.5918185,"[0.151421275597794, 0.0, 0.0, 0.0, 0.0, 0.23261948016109174, 0.0, 0.0, 0.0, 0.13908162515888053, 0.0, 0.36006561460476216, 0.11681200447747164]"
-20.70872089,-20.70872089,-20.70872089,"[0.0, 0.0, 0.0, 0.0, 0.19276682581799673, 0.0, 0.0, 0.0, 0.0, 0.09742212833585676, 0.4743062743831238, 0.15025586110787414, 0.08524891035514859, 0.0]",20.70872089,20.70872089,20.70872089,"[0.1863105492313105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33981786124732016, 0.0, 0.0, 0.0, 0.0, 0.20831759329943678, 0.26555399622193254]"
-20.70872089,-28.07621609,-20.70872089,"[0.0, 0.0, 0.0, 0.0, 0.19276682581799673, 0.0, 0.0, 0.0, 0.0, 0.09742212833585676, 0.4743062743831238, 0.15025586110787414, 0.08524891035514859, 0.0, 0.0]",20.70872089,19.33669185,20.70872089,"[0.1863105492313105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33981786124732016, 0.0, 0.0, 0.0, 0.0, 0.20831759329943678, 0.26555399622193254, 0.0]"
-20.70872089,-21.25420971,-20.70872089,"[0.0, 0.0, 0.0, 0.0, 0.19276682581799673, 0.0, 0.0, 0.0, 0.0, 0.09742212833585676, 0.4743062743831238, 0.15025586110787414, 0.08524891035514859, 0.0, 0.0, 0.0]",20.70872089,28.31708624,20.70872089,"[0.1863105492313105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33981786124732016, 0.20831759329943678, 0.26555399622193254, 0.0, 0.0]"
-23.2598105,-25.95925795,-23.2598105,"[0.0, 0.0, 0.0, 0.0, 0.24086851193863387, 0.1243489285978151, 0.08698069555726701, 0.0, 0.0, 0.03893453948807432, 0.4423607911249349, 0.0, 0.0, 0.06650653329327477, 0.0, 0.0, 0.0]",23.2598105,10.10772974,23.2598105,"[0.039178567175446564, 0.0, 0.0, 0.0, 0.0, 0.05298183784026838, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0667851085050902, 0.06731730944022013, 0.0, 0.0, 0.7737371770389747]"
-23.2598105,-23.2598105,-23.2598105,"[0.0, 0.0, 0.0, 0.0, 0.24086851193863387, 0.1243489285978151, 0.08698069555726701, 0.0, 0.0, 0.03893453948807432, 0.4423607911249349, 0.0, 0.0, 0.06650653329327477, 0.0, 0.0, 0.0, 0.0]",23.2598105,12.85291256,23.2598105,"[0.039178567175446564, 0.0, 0.0, 0.0, 0.0, 0.05298183784026838, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0667851085050902, 0.06731730944022013, 0.0, 0.0, 0.7737371770389747, 0.0]"
-23.2598105,-21.13522044,-23.2598105,"[0.0, 0.0, 0.0, 0.0, 0.24086851193863387, 0.1243489285978151, 0.08698069555726701, 0.0, 0.0, 0.03893453948807432, 0.4423607911249349, 0.0, 0.0, 0.06650653329327477, 0.0, 0.0, 0.0, 0.0, 0.0]",23.2598105,21.33314299,23.2598105,"[0.03917856717544662, 0.0, 0.0, 0.0, 0.0, 0.052981837840268456, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06678510850509012, 0.06731730944021999, 0.0, 0.0, 0.7737371770389747, 0.0, 0.0]"
-23.08178726,-1.634576655,-23.08178726,"[0.0, 0.0, 0.0, 0.0, 0.31343732943373004, 0.07413791837008188, 0.0, 0.0, 0.0, 0.0, 0.35009194226567153, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.112155185303001, 0.15017762462751555]",23.08178726,20.85137283,23.08178726,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.11402328377843722, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8859767162215628, 0.0, 0.0, 0.0]"
-19.23155753,-19.23155753,-19.23155753,"[0.0, 0.0, 0.0, 0.0, 0.12609573568211016, 0.008511421299052396, 0.0, 0.0, 0.0, 0.0, 0.04835683668174482, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23765191554359485, 0.022740240516495147, 0.2832060005323062, 0.27343784974469637]",19.23155753,34.63835036,19.23155753,"[0.0, 0.1271962606346683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05526547164170259, 0.0, 0.0, 0.0, 0.0, 0.21661984416300192, 0.046664582307882396, 0.0, 0.12235063188188527, 0.38236755112981957, 0.0, 0.04953565824103995, 0.0, 0.0]"
-20.14321862,-20.96392169,-20.14321862,"[0.0, 0.0, 0.0, 0.0, 0.20782553647754307, 0.0, 0.0, 0.0, 0.13256084194869244, 0.005011623764945016, 0.32200284838092963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012377971225272451, 0.04612414963034494, 0.07034935256187802, 0.2037476760103944, 0.0]",20.14321862,14.95889285,20.14321862,"[0.0, 0.048508769929545184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14041657516913847, 0.0, 0.11566380334228724, 0.0, 0.0, 0.2357548386745549, 0.0, 0.0, 0.0, 0.34914167002732716, 0.0, 0.0, 0.0, 0.0, 0.11051434285714706]"
-20.14321862,-20.14321862,-20.14321862,"[0.0, 0.0, 0.0, 0.0, 0.207825536477543, 0.0, 0.0, 0.0, 0.0, 0.05113577339529016, 0.32200284838092974, 0.0, 0.0, 0.1325608419486924, 0.0, 0.0, 0.0, 0.012377971225272344, 0.0, 0.07034935256187788, 0.20374767601039448, 0.0, 0.0]",20.14321862,20.14321862,20.14321862,"[0.0, 0.048508769929545247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14041657516913825, 0.0, 0.11566380334228711, 0.0, 0.0, 0.23575483867455482, 0.0, 0.0, 0.0, 0.34914167002732754, 0.0, 0.0, 0.0, 0.0, 0.11051434285714712, 0.0]"
-20.14321862,-22.84355931,-20.14321862,"[0.0, 0.0, 0.0, 0.0, 0.20782553647754323, 0.0, 0.0, 0.0, 0.0, 0.05113577339528985, 0.32200284838092885, 0.0, 0.0, 0.13256084194869303, 0.0, 0.0, 0.0, 0.012377971225272427, 0.0, 0.07034935256187831, 0.2037476760103944, 0.0, 0.0, 0.0]",20.14321862,18.82963875,20.14321862,"[0.0, 0.048508769929545226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11566380334228712, 0.0, 0.1404165751691383, 0.23575483867455485, 0.0, 0.0, 0.0, 0.34914167002732754, 0.0, 0.0, 0.0, 0.0, 0.11051434285714701, 0.0, 0.0]"
-20.14321862,-20.14321862,-20.14321862,"[0.0, 0.0, 0.0, 0.0, 0.20782553647754304, 0.0, 0.0, 0.0, 0.0, 0.05113577339529002, 0.3220028483809298, 0.0, 0.0, 0.1325608419486921, 0.0, 0.0, 0.0, 0.012377971225272462, 0.0, 0.07034935256187806, 0.20374767601039462, 0.0, 0.0, 0.0, 0.0]",20.14321862,28.75271952,20.14321862,"[0.0, 0.04850876992954528, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11566380334228714, 0.0, 0.14041657516913825, 0.23575483867455493, 0.0, 0.0, 0.0, 0.34914167002732743, 0.0, 0.0, 0.0, 0.0, 0.11051434285714704, 0.0, 0.0, 0.0]"
-21.37162331,-33.02268311,-21.37162331,"[0.0, 0.0, 0.018255682017227486, 0.0, 0.21790448871686635, 0.04930671940761455, 0.0, 0.0, 0.0, 0.0, 0.43160011129576903, 0.0, 0.0, 0.026669136669696225, 0.0, 0.0, 0.0, 0.02716178617870328, 0.0, 0.0, 0.13590259497784035, 0.0, 0.09319948073628265, 0.0, 0.0, 0.0]",21.37162331,8.539474446,21.37162331,"[0.008596489160660817, 0.05061882679765568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.141192379641904, 0.0, 0.0, 0.19242564907483495, 0.017269241587116513, 0.0, 0.0, 0.2749861362158407, 0.0, 0.0, 0.0, 0.0, 0.12902883944665658, 0.0, 0.0, 0.0, 0.1858824380753307]"
-21.37162331,-19.41955486,-21.37162331,"[0.0, 0.0, 0.018255682017227486, 0.0, 0.21790448871686635, 0.04930671940761455, 0.0, 0.0, 0.0, 0.0, 0.43160011129576903, 0.0, 0.0, 0.026669136669696225, 0.0, 0.0, 0.0, 0.02716178617870328, 0.0, 0.0, 0.13590259497784035, 0.0, 0.09319948073628265, 0.0, 0.0, 0.0, 0.0]",21.37162331,21.6603265,21.37162331,"[0.008596489160660817, 0.05061882679765568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.141192379641904, 0.0, 0.0, 0.19242564907483495, 0.017269241587116513, 0.0, 0.0, 0.2749861362158407, 0.0, 0.0, 0.0, 0.0, 0.12902883944665658, 0.0, 0.0, 0.0, 0.1858824380753307, 0.0]"
-21.37592633,-19.26983203,-21.37592633,"[0.0, 0.0, 0.015684077680823628, 0.0, 0.22210300372969402, 0.05098579579023682, 0.0, 0.0, 0.028540778155689464, 0.0, 0.42701251729814615, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02715747307222316, 0.0, 0.0, 0.13190298064940872, 0.0, 0.096613373623778, 0.0, 0.0, 0.0, 0.0, 0.0]",21.37592633,25.83355748,21.37592633,"[0.05834685902357853, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12421696719482275, 0.0, 0.0, 0.16341846090004936, 0.0014450233200725415, 0.0, 0.0, 0.2774988084799162, 0.0, 0.0, 0.0, 0.0, 0.14653731916541846, 0.0, 0.0, 0.0, 0.2136318890952496, 0.0, 0.014904672820892584]"
